sensor_name,exgauster_number,path,prop_name,type
SM_Exgauster\\[1:11],3,,rotor_voltage,analog
SM_Exgauster\\[1:10],3,,stator_current,analog
SM_Exgauster\\[1:12],3,,stator_voltage,analog
SM_Exgauster\\[1:7],3,,oil_level,analog
SM_Exgauster\\[1:8],3,,oil_pressure,analog
SM_Exgauster\\[0.1],3,,work,digital
SM_Exgauster\\[3:27],4,/bearing/0/heating_temperature,temperature,analog
SM_Exgauster\\[3:63],4,/bearing/0/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:72],4,/bearing/0/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:81],4,/bearing/0/heating_temperature,warning_max,analog
SM_Exgauster\\[3:90],4,/bearing/0/heating_temperature,warning_min,analog
SM_Exgauster\\[3:2],4,/bearing/0/vibration/axial,value,analog
SM_Exgauster\\[3:137],4,/bearing/0/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:149],4,/bearing/0/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:161],4,/bearing/0/vibration/axial,warning_max,analog
SM_Exgauster\\[3:173],4,/bearing/0/vibration/axial,warning_min,analog
SM_Exgauster\\[3:0],4,/bearing/0/vibration/horizontal,value,analog
SM_Exgauster\\[3:135],4,/bearing/0/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:147],4,/bearing/0/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:159],4,/bearing/0/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:171],4,/bearing/0/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:1],4,/bearing/0/vibration/vertical,value,analog
SM_Exgauster\\[3:136],4,/bearing/0/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:148],4,/bearing/0/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:160],4,/bearing/0/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:172],4,/bearing/0/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:28],4,/bearing/1/heating_temperature,temperature,analog
SM_Exgauster\\[3:64],4,/bearing/1/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:73],4,/bearing/1/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:82],4,/bearing/1/heating_temperature,warning_max,analog
SM_Exgauster\\[3:91],4,/bearing/1/heating_temperature,warning_min,analog
SM_Exgauster\\[3:5],4,/bearing/1/vibration/axial,value,analog
SM_Exgauster\\[3:140],4,/bearing/1/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:152],4,/bearing/1/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:164],4,/bearing/1/vibration/axial,warning_max,analog
SM_Exgauster\\[3:176],4,/bearing/1/vibration/axial,warning_min,analog
SM_Exgauster\\[3:3],4,/bearing/1/vibration/horizontal,value,analog
SM_Exgauster\\[3:138],4,/bearing/1/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:150],4,/bearing/1/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:162],4,/bearing/1/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:174],4,/bearing/1/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:4],4,/bearing/1/vibration/vertical,value,analog
SM_Exgauster\\[3:139],4,/bearing/1/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:151],4,/bearing/1/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:163],4,/bearing/1/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:175],4,/bearing/1/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:29],4,/bearing/2/heating_temperature,temperature,analog
SM_Exgauster\\[3:65],4,/bearing/2/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:74],4,/bearing/2/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:83],4,/bearing/2/heating_temperature,warning_max,analog
SM_Exgauster\\[3:92],4,/bearing/2/heating_temperature,warning_min,analog
SM_Exgauster\\[3:30],4,/bearing/3/heating_temperature,temperature,analog
SM_Exgauster\\[3:66],4,/bearing/3/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:75],4,/bearing/3/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:84],4,/bearing/3/heating_temperature,warning_max,analog
SM_Exgauster\\[3:93],4,/bearing/3/heating_temperature,warning_min,analog
SM_Exgauster\\[3:31],4,/bearing/4/heating_temperature,temperature,analog
SM_Exgauster\\[3:67],4,/bearing/4/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:76],4,/bearing/4/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:85],4,/bearing/4/heating_temperature,warning_max,analog
SM_Exgauster\\[3:94],4,/bearing/4/heating_temperature,warning_min,analog
SM_Exgauster\\[3:32],4,/bearing/5/heating_temperature,temperature,analog
SM_Exgauster\\[3:68],4,/bearing/5/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:77],4,/bearing/5/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:86],4,/bearing/5/heating_temperature,warning_max,analog
SM_Exgauster\\[3:95],4,/bearing/5/heating_temperature,warning_min,analog
SM_Exgauster\\[3:33],4,/bearing/6/heating_temperature,temperature,analog
SM_Exgauster\\[3:69],4,/bearing/6/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:78],4,/bearing/6/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:87],4,/bearing/6/heating_temperature,warning_max,analog
SM_Exgauster\\[3:96],4,/bearing/6/heating_temperature,warning_min,analog
SM_Exgauster\\[3:8],4,/bearing/6/vibration/axial,value,analog
SM_Exgauster\\[3:143],4,/bearing/6/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:155],4,/bearing/6/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:167],4,/bearing/6/vibration/axial,warning_max,analog
SM_Exgauster\\[3:179],4,/bearing/6/vibration/axial,warning_min,analog
SM_Exgauster\\[3:6],4,/bearing/6/vibration/horizontal,value,analog
SM_Exgauster\\[3:141],4,/bearing/6/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:153],4,/bearing/6/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:165],4,/bearing/6/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:177],4,/bearing/6/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:7],4,/bearing/6/vibration/vertical,value,analog
SM_Exgauster\\[3:142],4,/bearing/6/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:154],4,/bearing/6/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:166],4,/bearing/6/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:178],4,/bearing/6/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:34],4,/bearing/7/heating_temperature,temperature,analog
SM_Exgauster\\[3:70],4,/bearing/7/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:79],4,/bearing/7/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:88],4,/bearing/7/heating_temperature,warning_max,analog
SM_Exgauster\\[3:97],4,/bearing/7/heating_temperature,warning_min,analog
SM_Exgauster\\[3:11],4,/bearing/7/vibration/axial,value,analog
SM_Exgauster\\[3:146],4,/bearing/7/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:158],4,/bearing/7/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:170],4,/bearing/7/vibration/axial,warning_max,analog
SM_Exgauster\\[3:182],4,/bearing/7/vibration/axial,warning_min,analog
SM_Exgauster\\[3:9],4,/bearing/7/vibration/horizontal,value,analog
SM_Exgauster\\[3:144],4,/bearing/7/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:156],4,/bearing/7/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:168],4,/bearing/7/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:180],4,/bearing/7/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:10],4,/bearing/7/vibration/vertical,value,analog
SM_Exgauster\\[3:145],4,/bearing/7/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:157],4,/bearing/7/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:169],4,/bearing/7/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:181],4,/bearing/7/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:35],4,/bearing/8/heating_temperature,temperature,analog
SM_Exgauster\\[3:71],4,/bearing/8/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:80],4,/bearing/8/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:89],4,/bearing/8/heating_temperature,warning_max,analog
SM_Exgauster\\[3:98],4,/bearing/8/heating_temperature,warning_min,analog
SM_Exgauster\\[3:42],4,/cooler/oil,temperature_after,analog
SM_Exgauster\\[3:41],4,/cooler/oil,temperature_before,analog
SM_Exgauster\\[3:37],4,/cooler/water,temperature_after,analog
SM_Exgauster\\[3:36],4,/cooler/water,temperature_before,analog
SM_Exgauster\\[3:24],4,,temperature_before,analog
SM_Exgauster\\[3:61],4,,underpressure_before,analog
SM_Exgauster\\[5.1],4,,gas_valve_closed,digital
SM_Exgauster\\[5.2],4,,gas_valve_open,digital
SM_Exgauster\\[5:6],4,,gas_valve_position,analog
SM_Exgauster\\[5:2],4,,rotor_current,analog
SM_Exgauster\\[5:4],4,,rotor_voltage,analog
SM_Exgauster\\[5:3],4,,stator_current,analog
SM_Exgauster\\[5:5],4,,stator_voltage,analog
SM_Exgauster\\[5:0],4,,oil_level,analog
SM_Exgauster\\[5:1],4,,oil_pressure,analog
SM_Exgauster\\[3.0],4,,work,digital
SM_Exgauster\\[3:43],5,/bearing/0/heating_temperature,temperature,analog
SM_Exgauster\\[3:99],5,/bearing/0/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:108],5,/bearing/0/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:117],5,/bearing/0/heating_temperature,warning_max,analog
SM_Exgauster\\[3:126],5,/bearing/0/heating_temperature,warning_min,analog
SM_Exgauster\\[3:14],5,/bearing/0/vibration/axial,value,analog
SM_Exgauster\\[3:185],5,/bearing/0/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:197],5,/bearing/0/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:209],5,/bearing/0/vibration/axial,warning_max,analog
SM_Exgauster\\[3:221],5,/bearing/0/vibration/axial,warning_min,analog
SM_Exgauster\\[3:12],5,/bearing/0/vibration/horizontal,value,analog
SM_Exgauster\\[3:183],5,/bearing/0/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:195],5,/bearing/0/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:207],5,/bearing/0/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:219],5,/bearing/0/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:13],5,/bearing/0/vibration/vertical,value,analog
SM_Exgauster\\[3:184],5,/bearing/0/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:196],5,/bearing/0/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:208],5,/bearing/0/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:220],5,/bearing/0/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:44],5,/bearing/1/heating_temperature,temperature,analog
SM_Exgauster\\[3:100],5,/bearing/1/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:109],5,/bearing/1/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:118],5,/bearing/1/heating_temperature,warning_max,analog
SM_Exgauster\\[3:127],5,/bearing/1/heating_temperature,warning_min,analog
SM_Exgauster\\[3:17],5,/bearing/1/vibration/axial,value,analog
SM_Exgauster\\[3:188],5,/bearing/1/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:200],5,/bearing/1/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:212],5,/bearing/1/vibration/axial,warning_max,analog
SM_Exgauster\\[3:224],5,/bearing/1/vibration/axial,warning_min,analog
SM_Exgauster\\[3:15],5,/bearing/1/vibration/horizontal,value,analog
SM_Exgauster\\[3:186],5,/bearing/1/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:198],5,/bearing/1/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:210],5,/bearing/1/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:222],5,/bearing/1/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:16],5,/bearing/1/vibration/vertical,value,analog
SM_Exgauster\\[3:187],5,/bearing/1/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:199],5,/bearing/1/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:211],5,/bearing/1/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:223],5,/bearing/1/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:45],5,/bearing/2/heating_temperature,temperature,analog
SM_Exgauster\\[3:101],5,/bearing/2/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:110],5,/bearing/2/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:119],5,/bearing/2/heating_temperature,warning_max,analog
SM_Exgauster\\[3:128],5,/bearing/2/heating_temperature,warning_min,analog
SM_Exgauster\\[3:47],5,/bearing/3/heating_temperature,temperature,analog
SM_Exgauster\\[3:102],5,/bearing/3/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:111],5,/bearing/3/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:120],5,/bearing/3/heating_temperature,warning_max,analog
SM_Exgauster\\[3:129],5,/bearing/3/heating_temperature,warning_min,analog
SM_Exgauster\\[3:48],5,/bearing/4/heating_temperature,temperature,analog
SM_Exgauster\\[3:103],5,/bearing/4/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:112],5,/bearing/4/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:121],5,/bearing/4/heating_temperature,warning_max,analog
SM_Exgauster\\[3:130],5,/bearing/4/heating_temperature,warning_min,analog
SM_Exgauster\\[3:49],5,/bearing/5/heating_temperature,temperature,analog
SM_Exgauster\\[3:104],5,/bearing/5/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:113],5,/bearing/5/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:122],5,/bearing/5/heating_temperature,warning_max,analog
SM_Exgauster\\[3:131],5,/bearing/5/heating_temperature,warning_min,analog
SM_Exgauster\\[3:50],5,/bearing/6/heating_temperature,temperature,analog
SM_Exgauster\\[3:105],5,/bearing/6/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:114],5,/bearing/6/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:123],5,/bearing/6/heating_temperature,warning_max,analog
SM_Exgauster\\[3:132],5,/bearing/6/heating_temperature,warning_min,analog
SM_Exgauster\\[3:20],5,/bearing/6/vibration/axial,value,analog
SM_Exgauster\\[3:191],5,/bearing/6/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:203],5,/bearing/6/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:215],5,/bearing/6/vibration/axial,warning_max,analog
SM_Exgauster\\[3:227],5,/bearing/6/vibration/axial,warning_min,analog
SM_Exgauster\\[3:18],5,/bearing/6/vibration/horizontal,value,analog
SM_Exgauster\\[3:189],5,/bearing/6/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:201],5,/bearing/6/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:213],5,/bearing/6/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:225],5,/bearing/6/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:19],5,/bearing/6/vibration/vertical,value,analog
SM_Exgauster\\[3:190],5,/bearing/6/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:202],5,/bearing/6/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:214],5,/bearing/6/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:226],5,/bearing/6/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:51],5,/bearing/7/heating_temperature,temperature,analog
SM_Exgauster\\[3:106],5,/bearing/7/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:115],5,/bearing/7/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:124],5,/bearing/7/heating_temperature,warning_max,analog
SM_Exgauster\\[3:133],5,/bearing/7/heating_temperature,warning_min,analog
SM_Exgauster\\[3:23],5,/bearing/7/vibration/axial,value,analog
SM_Exgauster\\[3:194],5,/bearing/7/vibration/axial,alarm_max,analog
SM_Exgauster\\[3:206],5,/bearing/7/vibration/axial,alarm_min,analog
SM_Exgauster\\[3:218],5,/bearing/7/vibration/axial,warning_max,analog
SM_Exgauster\\[3:230],5,/bearing/7/vibration/axial,warning_min,analog
SM_Exgauster\\[3:21],5,/bearing/7/vibration/horizontal,value,analog
SM_Exgauster\\[3:192],5,/bearing/7/vibration/horizontal,alarm_max,analog
SM_Exgauster\\[3:204],5,/bearing/7/vibration/horizontal,alarm_min,analog
SM_Exgauster\\[3:216],5,/bearing/7/vibration/horizontal,warning_max,analog
SM_Exgauster\\[3:228],5,/bearing/7/vibration/horizontal,warning_min,analog
SM_Exgauster\\[3:22],5,/bearing/7/vibration/vertical,value,analog
SM_Exgauster\\[3:193],5,/bearing/7/vibration/vertical,alarm_max,analog
SM_Exgauster\\[3:205],5,/bearing/7/vibration/vertical,alarm_min,analog
SM_Exgauster\\[3:217],5,/bearing/7/vibration/vertical,warning_max,analog
SM_Exgauster\\[3:229],5,/bearing/7/vibration/vertical,warning_min,analog
SM_Exgauster\\[3:52],5,/bearing/8/heating_temperature,temperature,analog
SM_Exgauster\\[3:107],5,/bearing/8/heating_temperature,alarm_max,analog
SM_Exgauster\\[3:116],5,/bearing/8/heating_temperature,alarm_min,analog
SM_Exgauster\\[3:125],5,/bearing/8/heating_temperature,warning_max,analog
SM_Exgauster\\[3:134],5,/bearing/8/heating_temperature,warning_min,analog
SM_Exgauster\\[3:60],5,/cooler/oil,temperature_after,analog
SM_Exgauster\\[3:59],5,/cooler/oil,temperature_before,analog
SM_Exgauster\\[3:54],5,/cooler/water,temperature_after,analog
SM_Exgauster\\[3:53],5,/cooler/water,temperature_before,analog
SM_Exgauster\\[3:25],5,,temperature_before,analog
SM_Exgauster\\[3:62],5,,underpressure_before,analog
SM_Exgauster\\[5.6],5,,gas_valve_closed,digital
SM_Exgauster\\[5.7],5,,gas_valve_open,digital
SM_Exgauster\\[5:13],5,,gas_valve_position,analog
SM_Exgauster\\[5:9],5,,rotor_current,analog
SM_Exgauster\\[5:11],5,,rotor_voltage,analog
SM_Exgauster\\[5:10],5,,stator_current,analog
SM_Exgauster\\[5:12],5,,stator_voltage,analog
SM_Exgauster\\[5:7],5,,oil_level,analog
SM_Exgauster\\[5:8],5,,oil_pressure,analog
SM_Exgauster\\[3.1],5,,work,digital
